filename,start,end,duration,time_extract-data,time_core-phrases,time_keywords,time_stats,time_guess-language,time_merger
draft-akiya-bfd-seamless-sr-01.pdf,1577373199,1577379987,6788,6015,450,395,514,566,204
draft-akiya-bfd-seamless-ip-04.pdf,1577373202,1577380007,6805,5296,486,1282,432,960,222
draft-ama-mpls-fm-rdi-00.pdf,1577373194,1577380013,6819,5391,999,476,444,834,424
draft-akiya-bfd-seamless-alert-discrim-01.pdf,1577373193,1577380028,6835,5855,511,329,488,269,465
draft-akiya-mpls-lsp-ping-reply-mode-simple-02.pdf,1577373194,1577380032,6838,6461,301,178,193,233,72
draft-akiya-bfd-seamless-alert-discrim-00.pdf,1577373198,1577380040,6842,6637,121,82,66,53,78
draft-campbell-oauth-sts-01.pdf,1577373196,1577380047,6851,6287,515,537,173,493,21
draft-am-bfd-performance-00.pdf,1577373196,1577381534,8338,7240,797,682,1073,767,22
draft-campbell-oauth-mtls-01.pdf,1577373203,1577381709,8506,7054,722,1003,720,907,443
draft-akiya-bfd-seamless-ip-03.pdf,1577373203,1577381861,8658,7722,583,910,847,468,23
draft-akiya-bfd-seamless-ip-05.pdf,1577373194,1577382045,8851,7204,1190,778,1047,627,452
draft-aayadi-6lowpan-tcphc-01.pdf,1577373193,1577382179,8986,7108,817,760,1260,1686,186
draft-am-dprive-eval-01.pdf,1577373199,1577382205,9006,7527,1250,664,1178,956,224
draft-akiya-bfd-seamless-sr-02.pdf,1577373199,1577382207,9008,7338,756,778,1102,1065,563
draft-akiya-mpls-entropy-lsp-ping-01.pdf,1577373203,1577382236,9033,7592,1279,666,551,1151,159
draft-ali-pce-remote-initiated-gmpls-lsp-00.pdf,1577373199,1577382292,9093,8039,861,537,653,888,161
draft-campbell-oauth-resource-indicators-00.pdf,1577373197,1577382308,9111,8276,361,776,540,560,56
draft-akiya-mpls-entropy-lsp-ping-04.pdf,1577373197,1577382319,9122,7424,1096,1402,1488,1024,205
draft-campbell-oauth-mtls-00.pdf,1577373200,1577382324,9124,8535,539,437,445,352,42
draft-aliahmad-dmm-anchor-selection-01.pdf,1577373199,1577382327,9128,8737,324,238,364,360,22
draft-aliahmad-dmm-anchor-selection-00.pdf,1577373195,1577382562,9367,9272,69,72,64,46,19
