filename,start,end,duration,time_extract-data,time_core-phrases,time_keywords,time_stats,time_guess-language,time_merger
draft-akiya-mpls-entropy-lsp-ping-00.pdf,1577358038,1577359889,1851,1740,92,72,41,36,16
draft-carney-regext-validate-00.pdf,1577358042,1577359943,1901,1708,133,118,62,59,57
draft-akiya-bfd-seamless-sr-02.pdf,1577358040,1577359959,1919,1741,127,105,73,51,48
draft-akiya-bfd-seamless-alert-discrim-00.pdf,1577358039,1577359996,1957,1827,90,99,75,57,27
draft-akiya-mpls-entropy-lsp-ping-04.pdf,1577358037,1577359998,1961,1804,118,95,68,53,34
draft-campbell-oauth-sts-02.pdf,1577358037,1577360032,1995,1907,65,67,52,38,17
draft-akiya-bfd-seamless-alert-discrim-03.pdf,1577358045,1577360059,2014,1871,97,84,67,127,13
draft-aliahmad-dmm-anchor-selection-01.pdf,1577358040,1577360207,2167,2030,113,116,55,46,18
draft-akiya-mpls-lsp-ping-reply-mode-simple-03.pdf,1577358038,1577360207,2169,1928,103,68,63,46,133
draft-akiya-bfd-seamless-sr-01.pdf,1577358040,1577360285,2245,2150,73,73,51,31,18
draft-akiya-mpls-lsp-ping-lag-multipath-00.pdf,1577358043,1577360321,2278,1962,70,51,39,32,240
draft-akiya-bfd-seamless-base-02.pdf,1577358042,1577360375,2333,2063,222,203,132,238,26
draft-campbell-oauth-sts-00.pdf,1577358042,1577360379,2337,2203,114,78,45,41,17
draft-carey-core-std-msg-vs-trans-adapt-00.pdf,1577358036,1577360411,2375,2227,46,51,116,110,19
draft-alcaide-calabria-idr-bgp-prefix-priority-00.pdf,1577358043,1577360430,2387,2204,151,120,104,83,29
draft-capelastegui-mmusic-3dv-sdp-00.pdf,1577358037,1577360447,2410,2322,61,58,71,56,14
draft-campbell-oauth-mtls-01.pdf,1577358045,1577360449,2404,2221,90,159,70,50,21
draft-akiya-mpls-lsp-ping-lag-multipath-03.pdf,1577358043,1577360524,2481,2181,184,269,283,163,13
draft-am-bfd-performance-00.pdf,1577358037,1577360546,2509,2346,83,79,148,141,13
draft-campbell-tokbind-tls-term-00.pdf,1577358042,1577360696,2654,2530,35,108,36,31,12
draft-campbell-oauth-sts-01.pdf,1577358037,1577360739,2702,2528,41,115,32,31,53
