1;5;10;15;20;25
48982.4162789993;14810.229972001165;9279.08883699961;43673.501661002636;40450.23976900056;41578.71218500286
44856.7914320007;38173.40614499897;21751.739629998803;7310.07108899951;42602.67615899816;35457.04128500074
19462.834494002163;19967.983077999204;20135.049802999943;21876.5079539977;10050.42063999921;23053.414406999946
19704.95879800245;20453.381799001247;20067.284940999;20448.615430999547;21495.930828999728;39287.62009000033
19407.415867999196;19855.74632799998;19788.618059998378;21063.331690996885;21988.685045000166;12637.876384001225
44727.657558999956;10989.432909000665;47328.219076000154;13762.097766000777;44804.45836400241;45335.18683199957
37571.7026710026;20670.857767999172;10049.806479999796;24181.136829998344;45023.01405100152;41700.013786997646
23291.483006998897;20672.636885002255;20979.733246000484;24945.28019599989;9720.248227000237;56728.23790500313
23108.393286999315;9028.903538998216;45269.80032500066;11778.48200199753;35980.21040799841;25419.3605279997
22203.37806900218 ;20991.157480999827;8302.161806000397 ;24307.26455400139 ;42010.100058000535;38137.17079700157
